venda_sk,order_id,order_item_id,cliente_sk,produto_sk,tempo_sk,valor_produto,valor_frete,valor_total
28928,434cecee7d1a65fc65358a632b6f725f,1,70593,4379,254,50.9,11.86,62.76
28929,434d158e96bdd6972ad6e6d73ddcfd22,1,81160,7031,35,445.0,63.17,508.17
28930,434d1997e63b6e122dafe2a81ce31850,1,96114,2069,85,15.99,15.1,31.09
28931,434d3eec8dd031c322077fb2452e53a0,1,31096,1396,110,68.0,8.29,76.29
28932,434e81e3dd3038e858046831f20c479a,1,7347,3164,284,189.9,35.09,224.99
28933,434e8530a696521ae619af1a0072bf40,1,73962,15636,61,169.79,23.99,193.78
28934,434ec3f57648befd76c4f52d8524cc1d,1,70646,1079,111,52.0,12.56,64.56
28935,434ecca6e51ec65c7ed71199313ac9e1,1,9550,32927,99,38.0,12.93,50.93
28936,434ee413138c6ead70939d4a56e0a29b,1,90505,32638,443,9.9,7.78,17.68
28937,434eed8762b5d851fc7ce3bcee924dc0,1,47108,2926,162,59.9,15.52,75.42
28938,434efe1043f4e3879eb40b7887c7e785,1,71726,6519,81,49.0,11.85,60.85
28939,434f170d048d285d4841d3fa653a4507,1,30870,5929,100,149.0,51.76,200.76
28940,434f7a628e876492870a0849b88e007a,1,8479,13147,261,279.0,45.82,324.82
28941,434f895a5aa9ea2fda834cbdb831a7b6,1,95244,1750,28,23.99,7.78,31.77
28942,4351439dd25ba98fba59ca10dfbbd061,1,32241,24330,309,56.99,14.15,71.14
28943,4351879fb74d0a37b9c8dad7ba7e59de,1,10275,28999,103,119.9,17.28,137.18
28944,4351905382d9da2470629f5e764540d6,1,7718,7842,444,279.9,27.24,307.14
28945,435361f134c9396bdb0de6ed227fd883,1,98663,7100,6,56.99,4.57,61.56
28946,435361f134c9396bdb0de6ed227fd883,2,98663,31023,6,59.9,8.85,68.75
28947,4354009cedb567f304b9517e4801c22e,1,72943,23005,313,54.0,22.44,76.44
28948,43540d468d10c89bf259ac47151f3ff5,1,50352,26550,146,179.99,15.01,195.0
28949,43542fbe2e7b735e5db10cb3588d63d0,1,45846,29727,474,25.9,15.1,41.0
28950,4354f0ac2e0b3501ff31c4752424e51a,1,82122,228,20,741.82,61.86,803.68
28951,435566621a2ea03fcaf53b11437ce5bc,1,83460,19135,377,45.9,16.92,62.82
28952,43561fbcbcea878bed16448a3b5baff2,1,93640,32205,391,25.0,112.43,137.43
28953,4356e7c55bfb4c23c67ebbd0b1365bf0,1,28017,27078,191,120.0,9.59,129.59
28954,435776d6cb482a197e1300c0d7ec2312,1,15593,24754,399,249.99,135.62,385.61
28955,43581787775b8fbac5c4d6dfb76ee984,1,96986,21312,181,329.9,20.19,350.09
28956,435db73adf48c7d649267db872d82a57,1,89093,25418,232,70.0,16.74,86.74
28957,435e8115e759a6c6da83193f08e4ea24,1,7160,9475,499,35.9,11.85,47.75
28958,435f2daeb635ed643b734989e51553c6,1,56443,23539,79,37.99,11.85,49.84
28959,435f60d4f7e71b80e2fc988cb76eb68b,1,28990,31786,291,44.9,15.56,60.46
28960,435f78ae47ece6a55453fc7f80f19ed1,1,37111,1405,347,59.9,16.18,76.08
28961,4360600957f220dadc9cd8589f76a9ac,1,65097,12827,372,151.98,17.97,169.95
28962,4361f88ae145c06b0eaec9d443ca1253,1,66448,24354,158,119.9,36.18,156.08
28963,43633b4950869ad500817fb5326e1864,1,31010,17746,343,49.9,15.1,65.0
28964,43638556d411b559cd36c7f1872b81c6,1,3082,30179,443,99.9,29.1,129.0
28965,4363ab80d1b250bca41ff7ed817788cc,1,5757,28012,279,169.0,19.06,188.06
28966,4365613066af1c4cbe81160706a082f4,1,25445,27329,56,84.9,16.35,101.25
28967,43671c3e31b4bf4bf44ff94a4b6e6db5,1,68070,13431,23,69.9,16.12,86.02
28968,43698bc1371b83853814e6a6afcc89f8,1,96435,2360,464,99.9,26.78,126.68
28969,436a28a029a7c89474beca1de4f02a29,1,73315,14793,216,99.9,17.0,116.9
28970,436a9aef30267664e39faf27982b0921,1,40023,19058,143,229.99,9.77,239.76
28971,4370467d3d9de99a4f75e1d8abf9090a,1,7105,13589,65,89.0,18.5,107.5
28972,43704b87832e6d18cbfc465c207f11f1,1,24435,8871,24,139.98,56.91,196.89
28973,43716fe010471178ec7f9c3be2a0c505,1,47351,1172,245,49.9,44.2,94.1
28974,437194d5acf95a095e074494db9c4183,1,86668,2569,311,194.99,41.35,236.34
28975,437222e3fd1b07396f1d9ba8c15fba59,1,48610,6275,561,97.9,29.62,127.52
28976,437222e3fd1b07396f1d9ba8c15fba59,2,48610,28359,561,97.9,29.62,127.52
28977,43736bccf6ffc94468ff0707c5daf8be,1,55855,31020,442,56.99,8.72,65.71
28978,437421f669044dcf1e3e323bb715cab8,1,95197,17378,22,89.9,19.82,109.72
28979,43744ad15fef908c8dfcbd7fec0d786e,1,85576,21689,102,99.0,17.94,116.94
28980,4374672f40f26ec3646cdc22c5f57733,1,98424,26102,120,139.99,16.74,156.73
28981,4374c08bd3d2b8f7639e0704d80c0407,1,44232,855,321,99.0,11.3,110.3
28982,4375cac0cfa2a87273ea83c661bdfcca,1,67776,27337,243,329.99,106.39,436.38
28983,4376d8f153985c918a99d7765693594f,1,25994,3909,177,31.9,14.1,46.0
28984,43776dfb549a4d0a2d069bfabfc4b134,1,5083,665,175,99.0,12.19,111.19
28985,43787011f63fb232ab281d68142f504f,1,60891,7364,262,59.95,9.17,69.12
28986,43792e0661fefd6aa82a64f601325ddb,1,11319,2944,275,56.99,25.68,82.67
28987,4379c802ba499c2c871ee501a835c33c,1,23131,283,402,39.9,14.1,54.0
28988,437ad5a02525073e622a0752d52e8e19,1,46687,19840,181,9.8,18.23,28.03
28989,437af138254343c9da834bb2a8eaf540,1,54267,4447,284,100.0,51.42,151.42
28990,437da4479f6a9e80c0f69e98a85f48a0,1,43563,24656,270,148.9,8.3,157.2
28991,437dbe46155da24f92d6b155899315b8,1,11634,25990,70,27.9,22.13,50.03
28992,437eab927fbbc0dcfef153692c06c2cb,1,63198,6204,277,89.0,35.94,124.94
28993,437f5369f126238624d421f44b3eb1db,1,86936,20896,366,1890.0,48.74,1938.74
28994,437f9569f80867dcf497500e087d8851,1,57873,2973,80,59.9,9.44,69.34
28995,438002557b0a579c8ac15486c9512458,1,63594,13213,261,104.9,12.46,117.36
28996,4380a7440c4b9d8e47eed3703ea3a6d3,1,95565,1099,363,69.99,27.06,97.05
28997,4380bb6c7d8375926bbea2c8b514dc8c,1,43986,17226,256,21.9,14.1,36.0
28998,4380c4ed9da2c69163359909e4e1510e,1,77034,29130,215,149.9,23.37,173.27
28999,43815de1cf66f1ea104e0d114b8e1564,1,97661,31878,84,149.9,17.28,167.18
29000,43815de1cf66f1ea104e0d114b8e1564,2,97661,9236,84,199.9,29.95,229.85
29001,43815de1cf66f1ea104e0d114b8e1564,3,97661,31296,84,249.9,39.17,289.07
29002,4381a33db9b7771fc9ace541e507972e,1,44713,32825,397,49.99,17.63,67.62
29003,4381b4b79d51e72e0eb56a2fd1aea7b9,1,67388,10287,326,69.99,23.07,93.06
29004,4381fa4ba1b423dcee980233d6b29d76,1,53645,8887,512,99.9,14.87,114.77
29005,43820afb33cfe47a6bbdc81d3fb51aa0,1,28387,2485,250,134.99,15.69,150.68
29006,43821d139f1c335c64656805a8394ba2,1,41568,14581,448,37.9,12.79,50.69
29007,4382b2408a28f4f8ab2a7012590b6287,1,60207,19773,88,53.99,7.78,61.77
29008,4382b7af38e2034ff26273519819f2d2,1,10498,19586,443,19.9,14.1,34.0
29009,4382f48f29370e70ec4ef6aa3578e1c9,1,41267,9427,31,64.99,14.77,79.76
29010,43831dba8cf4791c11ab2d6febf989e4,1,25482,8874,329,179.0,17.5,196.5
29011,43836bb9e5c73e492e6361c1c5af52f0,1,29586,29268,552,85.0,36.69,121.69
29012,4383f393667331c267d9cdce510b849c,1,83184,10764,2,54.9,18.48,73.38
29013,4384784d5523bb60e52390503d3c2789,1,31909,9044,170,189.0,14.34,203.34
29014,4384f1e73716020a06569f0802ad8c38,1,51711,10773,311,229.99,17.86,247.85
29015,4384f8a8c60174d1823e74933e466c12,1,25908,28346,495,25.99,24.35,50.34
29016,4385f30f644c4a6964dfef0a175611c3,1,3479,636,412,69.9,38.04,107.94
29017,4386700b3af86ed03733e04c9d3b2926,1,34300,27043,496,117.0,12.32,129.32
29018,43868f14b4ab88057605c96f7c8c820d,1,66892,28709,220,49.9,11.37,61.27
29019,4387477eec4b3c89b39f3f454940d059,1,75805,15157,22,99.0,16.96,115.96
29020,4387477eec4b3c89b39f3f454940d059,2,75805,15157,22,99.0,16.96,115.96
29021,43879d5f6ffdb1c8f3a9c4a4f2ffe548,1,81875,11762,455,449.9,194.64,644.54
29022,4387e79ec1a6317bfc7d9d8058f0283b,1,92560,26223,16,85.9,69.48,155.38
29023,43887f3ff49629a7d608220b3a832e5f,1,55171,30371,87,325.0,45.85,370.85
29024,4388bfaee1fd1126906a13064ebf3f61,1,36155,8791,213,173.25,15.96,189.21
29025,4389819b71f1f23563fa9eadadc12a06,1,38988,19053,147,349.9,23.27,373.17
29026,438a2e6f8c015ee413fa7c74b72db18c,1,68660,1776,496,35.9,14.1,50.0
29027,438b46304b3217ea878c63aeb5b98f5d,1,52875,13202,220,175.99,20.42,196.41
29028,438c583579006d43a6e9e624a3950dac,1,96370,10480,430,99.99,7.56,107.55
29029,438d21eed7b8ea0654acee9b08bdd5ce,1,64717,23837,23,149.9,15.8,165.7
29030,438d4df3e56a6ca1618791c7cd1588aa,1,45630,7591,386,22.5,7.42,29.92
29031,438dad6fa6e9ce3c50e4497b4232c7ce,1,7199,9030,344,5.99,19.32,25.31
29032,438dad6fa6e9ce3c50e4497b4232c7ce,2,7199,9030,344,5.99,19.32,25.31
29033,438dad6fa6e9ce3c50e4497b4232c7ce,3,7199,9030,344,5.99,19.32,25.31
29034,438dad6fa6e9ce3c50e4497b4232c7ce,4,7199,9030,344,5.99,19.32,25.31
29035,438dce50633e79eeeb14507e05d4a4d9,1,6910,5324,152,35.9,10.96,46.86
29036,438dce50633e79eeeb14507e05d4a4d9,2,6910,5324,152,35.9,10.96,46.86
29037,438dce50633e79eeeb14507e05d4a4d9,3,6910,5324,152,35.9,10.96,46.86
29038,438ea5e54a8fb9065a737494893ac31f,1,96588,32534,281,22.0,7.39,29.39
29039,438f4256ef380bc7d658773ed817a480,1,17653,24660,538,54.0,9.34,63.34
29040,438f8c9a0abdfdd3401b52e89084c612,1,34224,4678,314,86.96,26.11,113.07
29041,438f8c9a0abdfdd3401b52e89084c612,2,34224,4678,314,86.96,26.11,113.07
29042,438f8c9a0abdfdd3401b52e89084c612,3,34224,4678,314,86.96,26.11,113.07
29043,438fe4022fc830fe3bb159983edd13d6,1,33180,30543,317,20.85,18.23,39.08
29044,438fe4022fc830fe3bb159983edd13d6,2,33180,30543,317,20.85,18.23,39.08
29045,438fe4022fc830fe3bb159983edd13d6,3,33180,30543,317,20.85,18.23,39.08
29046,438fe4022fc830fe3bb159983edd13d6,4,33180,30543,317,20.85,18.23,39.08
29047,438fe4022fc830fe3bb159983edd13d6,5,33180,30543,317,20.85,18.23,39.08
29048,43900dda470fa7bbf2a0bcae68491435,1,21378,1493,101,57.89,10.29,68.18
29049,43900dda470fa7bbf2a0bcae68491435,2,21378,1493,101,57.89,10.29,68.18
29050,4391587db1177046a9ce911424451edd,1,38958,30924,98,115.0,16.44,131.44
29051,4391a26ed0c1a51aab108f63313c0b28,1,92002,9662,489,86.9,21.1,108.0
29052,43925f942d825dff700fae3187ee8e59,1,55458,4562,228,71.99,16.94,88.93
29053,4392f572045f074cbfacbb5757ac5405,1,60628,23491,254,29.0,9.94,38.94
29054,4393a63adeef0f3e606c78bd143f044d,1,23333,12854,486,42.79,14.1,56.89
29055,43960d2cd4437218da00d3b8e83b2819,1,13474,18212,120,10.99,11.85,22.84
29056,43960d2cd4437218da00d3b8e83b2819,2,13474,18212,120,10.99,11.85,22.84
29057,43960d2cd4437218da00d3b8e83b2819,3,13474,18212,120,10.99,11.85,22.84
29058,43960d2cd4437218da00d3b8e83b2819,4,13474,18212,120,10.99,11.85,22.84
29059,4396b37f55a457b870dcd9137cf07e84,1,21898,24016,205,89.1,15.47,104.57
29060,4396b37f55a457b870dcd9137cf07e84,2,21898,24016,205,89.1,15.47,104.57
29061,43985ba7877356ca4b8e25b66b760063,1,67737,23792,531,18.99,7.78,26.77
29062,4399f0c95ac804e27baf82ea7799b102,1,70112,10885,533,71.82,13.52,85.34
29063,439a1c71dfd435cc08d15b98b9ea6c43,1,7582,2431,375,22.99,8.72,31.71
29064,439ab8085bdfb0a6b28f93db1b95435f,1,62561,15713,307,129.9,14.68,144.58
29065,439afa2b3126bff920c9e34798c5d148,1,62644,2555,16,1199.9,34.72,1234.62
29066,439e088d80f64c9fb6491a96e37d7ed7,1,96742,18812,100,539.0,11.03,550.03
29067,439edb60e53e317f8ca366718a648400,1,16464,798,6,79.9,15.32,95.22
29068,439ef6a75b6c80e6d36b5c660dffc1bd,1,52674,15944,6,99.9,16.95,116.85
29069,439f6d37b8ba10b7ba975f29ed951beb,1,90125,27637,345,387.0,60.62,447.62
29070,43a0277da1f854225ecf40b7b2411991,1,19008,24225,13,177.65,27.56,205.21
29071,43a0b611abb9eb69cf8acffad7392e7f,1,28495,9511,465,39.9,15.1,55.0
29072,43a111fcb003d002a300aa191914d51d,1,30349,25337,42,196.0,16.12,212.12
29073,43a220d7f0c5992e41c8402d1bb96caa,1,63012,10646,498,125.0,16.08,141.08
29074,43a23a9a05a87ff4d46b5b18829fe9ae,1,60975,14054,208,46.84,13.71,60.55
29075,43a462022e4f6463144b36cc47783b7f,1,88675,9549,243,119.0,21.47,140.47
29076,43a57d07af3699cb326ea4b1f6d0bae3,1,85415,9662,585,89.9,12.13,102.03
29077,43a5d40681ed4ffe2ed88d6fb2639545,1,43741,5415,382,69.9,11.88,81.78
29078,43a69fdb52ebe93245fde3ca5e67e7ef,1,24774,17624,27,99.9,21.19,121.09
29079,43a9357b0136ea0479069accd5ea0676,1,44148,8291,552,149.99,23.85,173.84
29080,43a95930524a9c5388fa5e417dc23241,1,66493,24881,588,689.0,22.07,711.07
29081,43aacfeefda02bc2a69ce66910a2d4cf,1,93093,419,65,23.9,15.23,39.13
29082,43ab73c0fdb75dcd4b4ef724da1541c0,1,1071,32621,181,45.0,16.32,61.32
29083,43ac8d91a0749b176f9c311545881aa7,1,85901,9931,403,129.0,13.92,142.92
29084,43acf8b2268f1586cf4eea1d99aba08e,1,62070,28334,102,49.9,17.6,67.5
29085,43ad25e09be659b55ed165e2dd94f360,1,40707,1556,125,129.99,29.84,159.83
29086,43ad91c37e773a2fc263fd0f7c48b1c0,1,58969,6722,162,90.0,22.91,112.91
29087,43ada20efaad1c2c55197dd39050267f,1,94964,3043,138,99.9,15.54,115.44
29088,43aea00688432023d9379f16ecb631b3,1,87647,21362,46,29.99,18.31,48.3
29089,43aeddd1834ad7f991a3653e797d7132,1,4785,25266,279,24.99,15.23,40.22
29090,43af6866590ab60c4848da9f146fba99,1,42211,3996,236,19.9,14.52,34.42
29091,43af81df32df17ce535226c78d5a135c,1,23242,26805,80,77.98,8.9,86.88
29092,43b0f3918e48dcebe9582038c9d4d466,1,68288,7919,355,119.9,96.41,216.31
29093,43b1a006a45825d17b170589b587f07c,1,13328,26783,70,29.9,7.95,37.85
29094,43b1a119dc947cc0fbf512a8763d2c15,1,82037,18735,446,99.9,23.85,123.75
29095,43b257905849ae34c59c666d143f50c6,1,58467,10141,140,68.0,12.43,80.43
29096,43b29d0de4927fa24f56341687c9e06e,1,44499,4193,558,278.77,28.21,306.98
29097,43b2b04bc7aba79e72acb260d116466b,1,35385,25570,210,26.9,18.34,45.24
29098,43b2cd469a6cee268b9be121cbaf17ba,1,49278,4939,241,59.9,10.5,70.4
29099,43b2cd469a6cee268b9be121cbaf17ba,2,49278,4939,241,59.9,10.5,70.4
29100,43b496a7732ace398ea4eb3bd520ab22,1,62629,18246,466,498.8,171.5,670.3
29101,43b54e069a51acaaf7d8b494ad04b96d,1,39400,11242,578,99.99,23.5,123.49
29102,43b68bc17b7182a73f19829a1cbd4333,1,61084,1348,107,59.99,19.08,79.07
29103,43b68bc17b7182a73f19829a1cbd4333,2,61084,15838,107,59.99,15.26,75.25
29104,43b9e48ec7fc386f9083ac3153363103,1,39777,23381,141,29.99,13.71,43.7
29105,43ba017334e710b763eefbbd09f9ebe8,1,65063,6966,122,35.0,9.0,44.0
29106,43ba017334e710b763eefbbd09f9ebe8,2,65063,6966,122,35.0,9.0,44.0
29107,43ba017334e710b763eefbbd09f9ebe8,3,65063,6966,122,35.0,9.0,44.0
29108,43bb790a56513bae53070529a38ba67a,1,58932,2928,82,26.15,18.23,44.38
29109,43bbf51a29b5a969348978d51a55d72d,1,65051,31256,193,18.9,12.48,31.38
29110,43bc3119f6a029c0b7293bf06ac67f38,1,87983,29727,14,25.9,16.79,42.69
29111,43bc72f5380889da97627ba5ac7806be,1,88024,32777,26,3.9,18.23,22.13
29112,43bc72f5380889da97627ba5ac7806be,2,88024,32777,26,3.9,18.23,22.13
29113,43bc7c4536c8e9551370565d9b101904,1,50619,12169,113,799.0,14.41,813.41
29114,43bdbd9dc0931d72befdf4765af6c442,1,37323,7468,100,3089.0,317.47,3406.47
29115,43bf8ef114cb9b805735d15447abbc94,1,90744,14342,35,217.0,20.58,237.58
29116,43bffe408178fd5389e8ab84d5dc42d9,1,51918,2480,337,59.9,15.17,75.07
29117,43c0147ac5c2cd461632f6b12eddf8f6,1,25635,1750,545,23.99,15.1,39.09
29118,43c04de0613b79c2470b22e171cc848d,1,70741,14838,114,7.99,7.39,15.38
29119,43c0f811c247046c30643b3c1f3c3e69,1,48792,5857,229,19.9,33.11,53.01
29120,43c0f811c247046c30643b3c1f3c3e69,2,48792,21418,229,59.99,0.53,60.52
29121,43c19b4037a93e40cda474629cc40648,1,90080,649,55,7.99,7.39,15.38
29122,43c1be92476a64a1b407df92c9a8c903,1,35383,794,549,159.9,12.62,172.52
29123,43c20095b0f5f569fe0d24426cf8a7d2,1,96404,28427,562,17.9,12.79,30.69
29124,43c37b919d77db66c82f92bb20543879,1,33313,24427,111,279.0,14.39,293.39
29125,43c49f2283bd15bffcc46ab6c049c312,1,37812,32473,482,99.9,15.91,115.81
29126,43c564b825003473af9a68138631d388,1,90618,28124,503,75.35,12.53,87.88
29127,43c6a6a7096ab15a3baa2438ce460cfc,1,90386,29678,434,499.9,19.75,519.65
29128,43c77c1881febf0c89c17b98fa782d6d,1,68014,4599,137,59.9,13.44,73.34
29129,43c97b638252a2fdcaa52a6aeb91e7e0,1,88558,24602,353,45.9,12.69,58.59
29130,43ca42602028c94663642d3d73db93f9,1,60059,1774,166,149.9,18.63,168.53
29131,43ca8748a71977b9d33696cd909f613f,1,74923,1969,501,106.0,17.95,123.95
29132,43ca8748a71977b9d33696cd909f613f,2,74923,1969,501,106.0,17.95,123.95
29133,43ca87695e0cf9d879038197a3f9f4c9,1,58123,13741,105,12.9,16.79,29.69
29134,43ca8c89fce98ad1d116d5fef106001d,1,30079,13985,481,61.99,22.93,84.92
29135,43caa2bfbf19b07993e7794248faec20,1,79200,31361,316,25.9,16.79,42.69
29136,43cc1b49644de5e13af22777e83a7808,1,63566,1951,20,19.0,15.1,34.1
29137,43cc1b49644de5e13af22777e83a7808,2,63566,1951,20,19.0,15.1,34.1
29138,43cc1b49644de5e13af22777e83a7808,3,63566,1951,20,19.0,15.1,34.1
29139,43cc7aac762dbd5d93a8354a946d85d9,1,93598,9466,55,119.0,21.47,140.47
29140,43cc7c567182b58ce0ee6a1f7c2447fb,1,23039,2280,323,125.85,26.62,152.47
29141,43cc99c0d748acfca2d0fdc297b3c719,1,36670,15013,21,61.9,9.94,71.84
29142,43cdace79982e3365d435048c203cde9,1,34341,17038,448,49.99,15.05,65.04
29143,43ceb3a1cbff88e05eab7e0bea014063,1,75074,27750,172,53.69,7.39,61.08
29144,43cf2ad64d9ba181030a47b6a7cad49f,1,83005,8291,219,109.99,64.14,174.13
29145,43cf87bce9a2df259cbe04f3effece28,1,24250,23007,361,189.9,20.82,210.72
29146,43d0adacfa785ccb9e7544f2c82c5566,1,96502,10577,5,115.0,5.67,120.67
29147,43d0adacfa785ccb9e7544f2c82c5566,2,96502,10577,5,115.0,5.67,120.67
29148,43d0adacfa785ccb9e7544f2c82c5566,3,96502,10577,5,115.0,5.67,120.67
29149,43d0e984f7e7256bce2b8f15fdfef0dc,1,70967,2415,134,94.0,23.46,117.46
29150,43d15639614829b1cb997af5c0f5f7b0,1,19850,10044,206,179.9,25.39,205.29
29151,43d1fe9178de269c073056a519bac11f,1,55827,16687,269,989.0,21.8,1010.8
29152,43d29c6fc78c31c80080d85e5260a9fb,1,89315,13114,186,10.9,8.72,19.62
29153,43d33927e13df71f3cf0e5782b0ff7c2,1,94222,6606,554,45.0,14.63,59.63
29154,43d3bde64fc6f4f2f504d808d3be576c,1,66548,1000,495,45.0,24.84,69.84
29155,43d3cc829a59f03af73f2a7fc9542ee6,1,55446,21648,307,271.0,21.98,292.98
29156,43d5113f8c14cc2c72b763c801f47ac6,1,79650,5220,405,199.9,13.84,213.74
29157,43d5b31ed2c5e37b66622cdc0c4f6452,1,87314,11578,174,80.0,22.27,102.27
29158,43d60e5304df2b3b2d51d32499266433,1,81955,22789,288,160.0,15.87,175.87
29159,43d6342125d8088b91c7075c954bc592,1,63333,19066,55,75.9,18.58,94.48
29160,43d640d9d8add3920e35acc0d8ca9411,1,18339,11493,16,170.0,21.68,191.68
29161,43d6e5bfdbbfac022b7dad46056dfa64,1,33769,24013,82,21.9,18.23,40.13
29162,43d6e5bfdbbfac022b7dad46056dfa64,2,33769,24013,82,21.9,18.23,40.13
29163,43d728eec3870f49879d83353cf245d8,1,71339,8964,66,120.0,14.45,134.45
29164,43d7305914fd70e58c762b287e0cde53,1,33332,18540,182,59.9,33.31,93.21
29165,43d782238f80b75ff6b62c0e535ce34a,1,49426,3159,566,24.99,16.79,41.78
29166,43d88b0e949865904334dd5b3ca63f50,1,57884,2944,19,49.99,8.29,58.28
29167,43d8ac2e1b472f06ae2c8c4dea29fe7c,1,12283,3048,413,58.99,16.66,75.65
29168,43d8b54629756a38a418dfef248957c2,1,96735,14906,82,21.9,18.23,40.13
29169,43d8ceec1139cb3e75a6ab9d25e2e6f6,1,17655,917,108,275.0,24.47,299.47
29170,43d9990607d3ebfae75f19c16d53d589,1,36340,25039,499,89.9,25.47,115.37
29171,43da1954a3ab906e70d25dff8fd0a3a0,1,86086,10910,55,700.0,37.38,737.38
29172,43da1954a3ab906e70d25dff8fd0a3a0,2,86086,10910,55,700.0,37.38,737.38
29173,43dad3b15826adef6cba40d7aab778d7,1,88079,15,380,226.18,19.68,245.86
29174,43db2bc49fcbe07b3ee17f03949557f4,1,49613,9662,220,79.9,14.87,94.77
29175,43db90131d20061d9a0f70d722c152c1,1,25042,24814,592,29.9,14.52,44.42
29176,43dbc670fce72c601cf0064c216cbf02,1,60795,5226,208,27.9,15.23,43.13
29177,43dc7ea19a987e4cdafa291aebe38eab,1,39796,6449,561,32.9,10.96,43.86
29178,43dcf7dc059a67a9b9d62191f5e6b4d4,1,47601,21362,60,29.99,14.1,44.09
29179,43dd5fd2b9320473a388b6a3a1785ac3,1,96914,24791,206,179.0,8.87,187.87
29180,43de756a962b59796a31a894bf9b37df,1,47338,16530,375,59.9,28.82,88.72
29181,43deb523bd34a18110a37cdbfbd79096,1,44942,25919,250,113.9,12.0,125.9
29182,43df08b645b3c5d452c2b73461c3259c,1,37974,20140,240,55.5,13.05,68.55
29183,43df363e546c5d4be691fee79394213d,1,66241,31987,138,19.99,7.78,27.77
29184,43df7d0ebdaa1d4df7b8f25e2fc50fd8,1,39734,21733,50,189.0,39.59,228.59
29185,43e1069a30462196f230706e01f65785,1,78217,3937,369,149.9,14.17,164.07
29186,43e13541e43361e50ca0f4f18e4a4863,1,8669,6262,218,29.99,25.63,55.62
29187,43e1469a7223634749c63daf05d5553a,1,40690,28001,209,99.0,29.09,128.09
29188,43e16679b4c9df0ae3d5fefa59a34ff4,1,85068,4120,187,315.0,116.06,431.06
29189,43e1cbf9959b24b39acb40a44ff3655b,1,19878,18774,317,69.9,8.82,78.72
29190,43e22b919baf176fe28fb243217cc90c,1,22797,10675,239,105.0,16.04,121.04
29191,43e2663d8b10c0af66e25a54fc484ca1,1,83574,835,194,33.99,16.11,50.1
29192,43e36c98d04ca621f851d768059e74e6,1,13578,10176,93,28.49,8.27,36.76
29193,43e377b8eb0c36efdec49438986066b3,1,182,32655,25,1199.0,22.39,1221.39
29194,43e38490d21c8c490334f75c5a7c2861,1,95547,27577,582,120.9,39.78,160.68
29195,43e4d5ff99bd1ca2d1cecbbf81067f4d,1,37166,14327,567,103.97,24.01,127.98
29196,43e4d5ff99bd1ca2d1cecbbf81067f4d,2,37166,14327,567,103.97,24.01,127.98
29197,43e4d5ff99bd1ca2d1cecbbf81067f4d,3,37166,14327,567,103.97,24.01,127.98
29198,43e4d5ff99bd1ca2d1cecbbf81067f4d,4,37166,14327,567,103.97,24.01,127.98
29199,43e4d5ff99bd1ca2d1cecbbf81067f4d,5,37166,14327,567,103.97,24.01,127.98
29200,43e5d97c6f9174919eb5141c513b8a9d,1,72773,24429,98,179.99,21.75,201.74
29201,43e6d698fe37c6ba287d6b20d552a8aa,1,18740,891,585,50.9,16.12,67.02
29202,43e72a87fc0004d7ada32e7c5d72e063,1,21973,2152,562,16.5,7.39,23.89
29203,43e8cdbf9dd6228a4f277835f9176770,1,68578,1556,272,119.99,29.24,149.23
29204,43e917b2a146846aca9fd484d407e819,1,69103,32130,448,10.9,15.23,26.13
29205,43e967533a1c4a25bd90cd80acfd7950,1,6064,21379,485,539.9,16.22,556.12
29206,43e99f3020b420b8aff15449ff4f7561,1,33890,19814,201,34.2,16.95,51.15
29207,43e9d6cfdcf9eaad45b8fb0a3ebcd521,1,24790,21619,185,89.9,7.49,97.39
29208,43ea1d83ee54086e26f0d9b65336975f,1,41641,19515,355,525.0,24.68,549.68
29209,43eb55273f90173602132799e81d95e2,1,87996,8551,345,120.0,21.28,141.28
29210,43ebb44129e36dee79fef2ff7343a806,1,29155,24196,585,35.0,15.1,50.1
29211,43ebc8e1bcfbbd54e735d48bef113b82,1,1843,30708,386,99.99,50.99,150.98
29212,43ed2e201f59c4d2f7778d8e8c526fae,1,42723,11947,254,169.99,15.95,185.94
29213,43ed4cdd5a109c56d4d8339c603cf216,1,41271,7599,38,84.99,15.35,100.34
29214,43ee3ed7fa79e982fb7de9363c7832e3,1,26858,20437,254,18.99,15.1,34.09
29215,43ee68cd19f18fcf7dfc4ea167554e40,1,72914,25373,416,99.0,7.95,106.95
29216,43eeba2441814ee8348a64e79749a290,1,69537,16920,23,85.71,11.8,97.51
29217,43ef9ff2ae77fa4e8097bf6a7d8ab842,1,58026,23064,139,67.77,16.23,84.0
29218,43efdc225443ada11da1258aa555c24f,1,27457,19452,499,69.0,17.73,86.73
29219,43f08913407cac4e74a898d968e58c1a,1,24988,25152,130,152.99,13.2,166.19
29220,43f0c422cadc9474b673766a3f63df22,1,21280,15428,125,39.9,14.52,54.42
29221,43f0d057f0850582f4045651805ef133,1,64228,28514,304,210.0,60.07,270.07
29222,43f1558f9eec3596990432207c65c146,1,30512,8206,273,79.9,11.76,91.66
29223,43f1e09fdc2d9408219725438e09622f,1,74655,19777,505,299.99,13.3,313.29
29224,43f312594026fc6c67ccf619afe600d1,1,75529,7310,23,224.9,16.32,241.22
29225,43f32db0dedd975e294e98ce23b24661,1,61780,27195,80,619.99,25.89,645.88
29226,43f32db0dedd975e294e98ce23b24661,2,61780,27195,80,619.99,25.89,645.88
